Name,Phase,Prerequisite,Unique,Set,Slot,Type,Speed,Low,High,Armor,Health,Mana,Strength,Agility,Stamina,Intellect,Spirit,Attack Power,Spell Damage,Spell Healing,Nature Damage,Frost Damage,Fire Damage,Phys Hit,Spell Hit,Phys Crit,Spell Crit,Dagger Skill,Mace Skill,Axe Skill,Two-hand Mace Skill,Two-hand Axe Skill,Staff Skill,Melee Haste,Spell Haste,Mp5,Hp5,Spell Pen,Defense,Dodge,Parry,Block,Block Value,Arcane Resistance,Fire Resistance,Nature Resistance,Frost Resistance,Shadow Resistance
Lupine Cord of Healing,,,,,6,,,,,39,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of Intellect,,,,,6,,,,,39,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of the Bear,,,,,6,,,,,39,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of the Boar,,,,,6,,,,,39,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of the Eagle,,,,,6,,,,,39,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of the Falcon,,,,,6,,,,,39,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of the Monkey,,,,,6,,,,,39,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of the Owl,,,,,6,,,,,39,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of the Tiger,,,,,6,,,,,39,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of the Whale,,,,,6,,,,,39,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Cord of the Wolf,,,,,6,,,,,39,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of Arcane Wrath,,,,,10,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of Defense,,,,,10,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of Healing,,,,,10,,,,,44,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of Spirit,,,,,10,,,,,44,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of the Bear,,,,,10,,,,,44,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of the Eagle,,,,,10,,,,,44,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of the Falcon,,,,,10,,,,,44,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of the Gorilla,,,,,10,,,,,44,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of the Monkey,,,,,10,,,,,44,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of the Owl,,,,,10,,,,,44,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of the Tiger,,,,,10,,,,,44,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of the Whale,,,,,10,,,,,44,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Handwraps of the Wolf,,,,,10,,,,,44,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of Agility,,,,,7,,,,,66,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of Arcane Wrath,,,,,7,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of Healing,,,,,7,,,,,66,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of Power,,,,,7,,,,,66,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of Spirit,,,,,7,,,,,66,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of the Bear,,,,,7,,,,,66,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of the Eagle,,,,,7,,,,,66,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of the Falcon,,,,,7,,,,,66,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of the Gorilla,,,,,7,,,,,66,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of the Monkey,,,,,7,,,,,66,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of the Owl,,,,,7,,,,,66,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of the Whale,,,,,7,,,,,66,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Leggings of the Wolf,,,,,7,,,,,66,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of Agility,,,,,8,,,,,49,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of Nature's Wrath,,,,,8,,,,,49,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of Power,,,,,8,,,,,49,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of Spirit,,,,,8,,,,,49,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of Stamina,,,,,8,,,,,49,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of the Eagle,,,,,8,,,,,49,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of the Falcon,,,,,8,,,,,49,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of the Gorilla,,,,,8,,,,,49,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of the Monkey,,,,,8,,,,,49,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of the Owl,,,,,8,,,,,49,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of the Whale,,,,,8,,,,,49,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Slippers of the Wolf,,,,,8,,,,,49,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Agility,,,,,5,,,,,78,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Intellect,,,,,5,,,,,78,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Nature's Wrath,,,,,5,,,,,78,,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Power,,,,,5,,,,,78,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Spirit,,,,,5,,,,,78,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Stamina,,,,,5,,,,,78,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Eagle,,,,,5,,,,,78,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Falcon,,,,,5,,,,,78,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Monkey,,,,,5,,,,,78,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Owl,,,,,5,,,,,78,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Whale,,,,,5,,,,,78,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Wolf,,,,,5,,,,,78,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madwolf Bracers,,,,,9,,,,,40,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magefist Gloves,,,,,10,,,,,23,,,,,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Arcane Wrath,,,,,17,,3,47,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Fiery Wrath,,,,,17,,3,47,71,,,,,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Frozen Wrath,,,,,17,,3,47,71,,,,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Healing,,,,,17,,3,47,71,,,,,,,,,,,2),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Intellect,,,,,17,,3,47,71,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Nature's Wrath,,,,,17,,3,47,71,,,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Power,,,,,17,,3,47,71,,,,,,,,,2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Shadow Wrath,,,,,17,,3,47,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Spirit,,,,,17,,3,47,71,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of Stamina,,,,,17,,3,47,71,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of the Bear,,,,,17,,3,47,71,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of the Boar,,,,,17,,3,47,71,,,,7,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of the Eagle,,,,,17,,3,47,71,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of the Monkey,,,,,17,,3,47,71,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of the Owl,,,,,17,,3,47,71,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of the Whale,,,,,17,,3,47,71,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician Staff of the Wolf,,,,,17,,3,47,71,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magician's Mantle,,,,,3,,,,,32,,,,,,9,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantle of the Thresher Slayer,,,,,3,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantle of Thieves,,,,,3,,,,,77,,,,10,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantle of Woe,,,,,3,,,,,34,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Axe,,,,,21,,2,18,35,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of Agility,,,,,17,,3.3,42,64,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of Power,,,,,17,,3.3,42,64,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of Stamina,,,,,17,,3.3,42,64,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of Strength,,,,,17,,3.3,42,64,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of the Bear,,,,,17,,3.3,42,64,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of the Boar,,,,,17,,3.3,42,64,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of the Eagle,,,,,17,,3.3,42,64,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of the Monkey,,,,,17,,3.3,42,64,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of the Tiger,,,,,17,,3.3,42,64,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of the Whale,,,,,17,,3.3,42,64,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massive Battle Axe of the Wolf,,,,,17,,3.3,42,64,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow Ring,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Arcane Wrath,,,,,17,,2.5,25,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Fiery Wrath,,,,,17,,2.5,25,38,,,,,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Frozen Wrath,,,,,17,,2.5,25,38,,,,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Healing,,,,,17,,2.5,25,38,,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Intellect,,,,,17,,2.5,25,38,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Nature's Wrath,,,,,17,,2.5,25,38,,,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Power,,,,,17,,2.5,25,38,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Shadow Wrath,,,,,17,,2.5,25,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Spirit,,,,,17,,2.5,25,38,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of Stamina,,,,,17,,2.5,25,38,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of the Bear,,,,,17,,2.5,25,38,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of the Boar,,,,,17,,2.5,25,38,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of the Eagle,,,,,17,,2.5,25,38,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of the Monkey,,,,,17,,2.5,25,38,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of the Owl,,,,,17,,2.5,25,38,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of the Whale,,,,,17,,2.5,25,38,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicine Staff of the Wolf,,,,,17,,2.5,25,38,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meditative Sash,,,,,6,,,,,53,,,,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metalworking Gloves,,,,,10,,,,,46,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meteor Shard,,,1,,13,,1.8,23,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mighty Iron Hammer,,,,,21,,2.8,30,57,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind-Expanding Mushroom,,,1,,28,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mindthrust Bracers,,,,,9,,,,,17,,,,,-5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miner's Cape,,,,,16,,,,,16,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo'grosh Can Opener,,,,,17,,3.2,32,48,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo'grosh Masher,,,,,21,,2.5,16,30,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moccasins of the White Hare,,,,,8,,,,,32,,,,3,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monkey Ring,,,,,11,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonglow Vest,,,,,5,,,,,74,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murloc Hide Kneeboots,,,,,8,,,,,71,,,,,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murloc Scale Belt,,,,,6,,,,,42,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murloc Scale Breastplate,,,,,5,,,,,76,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Sarong,,,,,7,,,,,80,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Shawl,,,,,16,,,,,14,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Belt,,,,,6,,,,,17,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Bracelets,,,,,9,,,,,13,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Cape,,,,,16,,,,,14,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Gloves,,,,,10,,,,,20,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Robe,,,,,20,,,,,37,,,,3,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Slippers,,,,,8,,,,,22,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Sphere,,,,,23,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Woolies,,,,,7,,,,,29,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Wrap,,,,,5,,,,,37,,,,3,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naga Battle Gauntlets,,,,,10,,,,,94,,,6,,4,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naga Battle Gloves,,,,,10,,,,,61,,,4,,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naraxis' Fang,,,,,13,,1.6,15,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of Arcane Wrath,,,,,23,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of Fiery Wrath,,,,,23,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of Frozen Wrath,,,,,23,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of Healing,,,,,23,,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of Holy Wrath,,,,,23,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of Intellect,,,,,23,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of Shadow Wrath,,,,,23,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of Spirit,,,,,23,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of the Eagle,,,,,23,,2,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of the Falcon,,,,,23,,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of the Owl,,,,,23,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of the Whale,,,,,23,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Branch of the Wolf,,,,,23,,2,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Pants,,,,,7,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Robe,,,,,20,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Vest,,,,,5,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Necrology Robes,,,,,20,,,,,43,,,,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Night Reaver,,,,,17,,3.3,52,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightbane Staff,,,,,17,,2.7,32,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Nightglow Concoction,,,,,23,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightwalker Armor,,,,,5,,,,,43,,,9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightwind Belt,,,,,6,,,,,23,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimble Leather Gloves,,,,,10,,,,,52,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noble's Robe,,,,,20,,,,,32,,,1,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of Power,,,,,17,,3.5,38,58,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of Spirit,,,,,17,,3.5,38,58,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of Stamina,,,,,17,,3.5,38,58,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of Strength,,,,,17,,3.5,38,58,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of the Bear,,,,,17,,3.5,38,58,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of the Boar,,,,,17,,3.5,38,58,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of the Eagle,,,,,17,,3.5,38,58,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of the Gorilla,,,,,17,,3.5,38,58,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of the Monkey,,,,,17,,3.5,38,58,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of the Tiger,,,,,17,,3.5,38,58,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Mallet of the Whale,,,,,17,,3.5,38,58,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odo's Ley Staff,,,,,17,,2.9,50,76,,,,,,5,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogremage Staff,,,,,17,,3.4,49,75,,,,11,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oilrag Handwraps,,,,,10,,,,,59,,,,,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orb of Mistmantle,,,,,23,,1.6,,,,,,,,,,4,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orb of Power,,,,,23,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orcish Cleaver,,,,,21,,1.8,13,25,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillating Power Hammer,,,,,13,,2,24,46,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of Defense,,,,,16,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of Healing,,,,,16,,,,,15,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of Stamina,,,,,16,,,,,15,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of Strength,,,,,16,,,,,15,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of the Bear,,,,,16,,,,,15,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of the Boar,,,,,16,,,,,15,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of the Eagle,,,,,16,,,,,15,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of the Gorilla,,,,,16,,,,,15,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of the Monkey,,,,,16,,,,,15,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of the Tiger,,,,,16,,,,,15,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Cloak of the Whale,,,,,16,,,,,15,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrunner's Shield of Agility,,,,,14,,,,,445,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Outrunner's Shield of Blocking,,,,,14,,,,,445,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Outrunner's Shield of Defense,,,,,14,,,,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Outrunner's Shield of Stamina,,,,,14,,,,,445,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Outrunner's Shield of Strength,,,,,14,,,,,445,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Outrunner's Shield of the Bear,,,,,14,,,,,445,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Outrunner's Shield of the Boar,,,,,14,,,,,445,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Outrunner's Shield of the Gorilla,,,,,14,,,,,445,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Outrunner's Shield of the Monkey,,,,,14,,,,,445,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Outrunner's Shield of the Tiger,,,,,14,,,,,445,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Overseer's Cloak,,,,,16,,,,,17,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overseer's Ring,,,1,,11,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
