Name,Phase,Prerequisite,Unique,Set,Slot,Type,Speed,Low,High,Armor,Health,Mana,Strength,Agility,Stamina,Intellect,Spirit,Attack Power,Spell Damage,Spell Healing,Nature Damage,Frost Damage,Fire Damage,Phys Hit,Spell Hit,Phys Crit,Spell Crit,Dagger Skill,Mace Skill,Axe Skill,Two-hand Mace Skill,Two-hand Axe Skill,Staff Skill,Melee Haste,Spell Haste,Mp5,Hp5,Spell Pen,Defense,Dodge,Parry,Block,Block Value,Arcane Resistance,Fire Resistance,Nature Resistance,Frost Resistance,Shadow Resistance
Watcher's Handwraps,25,,,,Hands,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayfaring Gloves,25,,,,Hands,,,,,18,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willow Gloves,25,,,,Hands,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolfclaw Gloves,25,,,,Hands,,,,,61,,,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodworking Gloves,25,,,,Hands,,,,,46,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of Arcane Wrath,25,,,,Hands,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of Defense,25,,,,Hands,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of Healing,25,,,,Hands,,,,,55,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of Spirit,25,,,,Hands,,,,,55,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of the Bear,25,,,,Hands,,,,,55,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of the Eagle,25,,,,Hands,,,,,55,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of the Falcon,25,,,,Hands,,,,,55,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of the Gorilla,25,,,,Hands,,,,,55,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of the Monkey,25,,,,Hands,,,,,55,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of the Owl,25,,,,Hands,,,,,55,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of the Tiger,25,,,,Hands,,,,,55,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of the Whale,25,,,,Hands,,,,,55,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Gloves of the Wolf,25,,,,Hands,,,,,55,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advisor's Ring,25,,TRUE,,Finger,,,,,,,,,,2,,,,5,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Amber Hoop,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azora's Will,25,,,,Finger,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band of Deep Places,25,,,,Finger,,,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band of Purification,25,,TRUE,,Finger,,,,,,,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band of the Fist,25,,,,Finger,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band of the Iron Fist,25,,,,Finger,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band of the Undercity,25,,,,Finger,,,,,,,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Pearl Ring,25,,TRUE,,Finger,,,,,,,,,,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Widow Band,25,,TRUE,,Finger,,,,,,,,,,-5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Ring,25,,,,Finger,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bounty Hunter's Ring,25,,,,Finger,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrome Ring,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay Ring,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobalt Ring,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral Band,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Fathom Ring,25,,TRUE,,Finger,,,,,,,,,,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defias Mage Ring,25,,TRUE,,Finger,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defias Renegade Ring,25,,,,Finger,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demon Band,25,,,,Finger,,,,,,,,4,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Agility,25,,,,Finger,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Arcane Resistance,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
Gnomeregan Band of Concentration,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Gnomeregan Band of Eluding,25,,,,Finger,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,,,,,
Gnomeregan Band of Fire Resistance,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
Gnomeregan Band of Intellect,25,,,,Finger,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Nature Resistance,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Gnomeregan Band of Regeneration,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
Gnomeregan Band of Shadow Resistance,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Gnomeregan Band of Spirit,25,,,,Finger,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Stamina,25,,,,Finger,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Strength,25,,,,Finger,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Bear,25,,,,Finger,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Boar,25,,,,Finger,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Eagle,25,,,,Finger,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Falcon,25,,,,Finger,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Gorilla,25,,,,Finger,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Monkey,25,,,,Finger,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Owl,25,,,,Finger,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Tiger,25,,,,Finger,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Whale,25,,,,Finger,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Wolf,25,,,,Finger,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Ring,25,,,,Finger,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horn Ring,25,,,,Finger,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventor's League Ring,25,,,,Finger,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivory Band,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacinth Circle,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavishly Jeweled Ring,25,,TRUE,,Finger,,,,,,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lead Band,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legionnaire's Band,25,,TRUE,,Finger,,,,,,,,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loop of Swift Currents,25,,TRUE,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow Ring,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monkey Ring,25,,,,Finger,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overseer's Ring,25,,TRUE,,Finger,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plains Ring,25,,TRUE,,Finger,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Ring,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz Ring,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Defense,25,,TRUE,,Finger,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Precision,25,,TRUE,,Finger,,,,,,,,,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Scorn,25,,,,Finger,,,,,,,,,,4,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Shadowsight,25,,TRUE,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of the Moon,25,,,,Finger,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of the Shadow,25,,TRUE,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Sacred Band,25,,,,Finger,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savannah Ring,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seal of Sylvanas,25,,,,Finger,,,,,,,,3,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signet of the Twilight Lord,25,,TRUE,,Finger,,,,,,,,,,,,6,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silverlaine's Family Seal,25,,TRUE,,Finger,,,,,,,,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skull Ring,25,,,,Finger,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake Hoop,25,,,,Finger,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 1 Ring,25,,,,Finger,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Queen's Jewel,25,,TRUE,,Finger,,,,,,,,,,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thunderbrow Ring,25,,TRUE,,Finger,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger Band,25,,,,Finger,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totemic Clan Ring,25,,,,Finger,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viridian Band,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcanic Rock Ring,25,,,,Finger,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zircon Band,25,,,,Finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acolyte's Void Pearl,25,,,,Trinket,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Avenger's Void Pearl,25,,,,Trinket,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Black Murloc Egg,25,,TRUE,,Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hook of the Master Angler,25,,,,Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoker's Void Pearl,25,,,,Trinket,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Rune of Perfection,25,,TRUE,,Trinket,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shifting Scale Talisman,25,,,,Trinket,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assassin's Blade,25,,,,Weapon,One-Hand Dagger,1.9,20,39,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axe of the Enforcer,25,,,,Weapon,One-Hand Axe,2.6,31,58,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Agility,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Arcane Wrath,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Fiery Wrath,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Frozen Wrath,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Healing,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Nature's Wrath,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Power,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Shadow Wrath,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Stamina,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Strength,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of the Bear,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of the Monkey,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of the Tiger,25,,,,Weapon,One-Hand Dagger,1.6,15,28,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Arcane Wrath,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Healing,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Nature's Wrath,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Power,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Shadow Wrath,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Stamina,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Strength,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of the Bear,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of the Monkey,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of the Tiger,25,,,,Weapon,One-Hand Mace,2.7,24,45,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Bronze Knife,25,,,,Weapon,One-Hand Dagger,1.9,13,25,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bite of Serra'kis,25,,,,Weapon,One-Hand Dagger,1.3,16,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackfang,25,,TRUE,,Weapon,One-Hand Dagger,1.5,17,32,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Blackfathom Ritual Dagger,25,,,,Weapon,One-Hand Dagger,1.2,16,31,,,,,,2,5,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackvenom Blade,25,,,,Weapon,One-Hand Dagger,1.8,21,39,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brackclaw,25,,,,Weapon,One-Hand Dagger,1.4,9,18,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butcher's Cleaver,25,,,,Weapon,One-Hand Axe,1.7,23,32,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callous Axe,25,,,,Weapon,One-Hand Axe,2.8,29,55,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Agility,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Arcane Wrath,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Fiery Wrath,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Frozen Wrath,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Healing,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Holy Wrath,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Nature's Wrath,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Power,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Shadow Wrath,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Stamina,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carving Knife of Strength,25,,,,Weapon,One-Hand Dagger,1.6,6,13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanting Blade,25,,,,Weapon,One-Hand Dagger,1.5,9,18,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipped Bite of Serra'kis,25,,,,Weapon,One-Hand Dagger,1.8,29,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compact Fighting Knife,25,,,,Weapon,One-Hand Dagger,1.5,6,13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cookie's Tenderizer,25,,,,Weapon,One-Hand Mace,2.8,20,39,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Agility,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Arcane Wrath,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Fiery Wrath,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Frozen Wrath,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Healing,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Nature's Wrath,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Power,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Shadow Wrath,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Stamina,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of Strength,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of the Bear,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of the Monkey,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Dagger of the Tiger,25,,,,Weapon,One-Hand Dagger,1.3,13,25,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Agility,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Arcane Wrath,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Fiery Wrath,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Frozen Wrath,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Healing,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Holy Wrath,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Nature's Wrath,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Power,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Shadow Wrath,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Stamina,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Dagger of Strength,25,,,,Weapon,One-Hand Dagger,1.6,8,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dagger of Willing Sacrifice,25,,TRUE,,Weapon,One-Hand Dagger,1.5,12.350000381469727,27.350000381469727,60,,,,,4,3,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadly Bronze Poniard,25,,,,Weapon,One-Hand Dagger,1.8,16,30,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Hammer,25,,TRUE,,Weapon,One-Hand Mace,2.5,28,53,,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doomspike,25,,,,Weapon,One-Hand Dagger,1.5,17,32,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evocator's Blade,25,,TRUE,,Weapon,One-Hand Dagger,1.6,17,32,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Face Smasher,25,,,,Weapon,One-Hand Mace,2.6,25,48,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flesh Piercer,25,,,,Weapon,One-Hand Dagger,2,21,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Tarantula Fang,25,,,,Weapon,One-Hand Dagger,1.4,7,14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Screwdriver,25,,,,Weapon,One-Hand Dagger,1.4,8,17,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimclaw,25,,,,Weapon,One-Hand Axe,2,22,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt Axe,25,,,,Weapon,One-Hand Axe,2.3,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harpy Skinner,25,,,,Weapon,One-Hand Dagger,1.4,9,18,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headsplitter,25,,,,Weapon,One-Hand Axe,2.3,30,57,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
